genero,sede,ingreso
hombre,Santa Fe,41740.28402732672
hombre,Mendoza,245450.20939570718
hombre,Buenos Aires,108358.8544411375
hombre,Buenos Aires,398072.45060685434
mujer,San Luis,49782.580661887056
mujer,Mendoza,9355.705149182797
mujer,Buenos Aires,126415.93799925281
mujer,Buenos Aires,177715.48169012464
mujer,Mendoza,67756.94765892104
hombre,San Luis,62221.71489818485
mujer,Buenos Aires,207822.3008446141
hombre,Santa Fe,60648.246402878525
mujer,Buenos Aires,134128.07295736694
hombre,Santa Fe,15933.943790670488
mujer,Córdoba,278396.89558585966
mujer,Mendoza,48373.79525641174
mujer,Santa Fe,124537.59828832211
hombre,Mendoza,29188.83592385959
hombre,Buenos Aires,47821.32786642899
hombre,Buenos Aires,180740.40475389067
hombre,Córdoba,400146.0775378146
mujer,Buenos Aires,120883.94136413405
hombre,Córdoba,104675.29979584787
mujer,San Luis,88332.33505353749
otros,Buenos Aires,29409.141949103185
hombre,Buenos Aires,153274.66709963907
mujer,Mendoza,24749.895115731208
mujer,Mendoza,24871.132511967917
hombre,Buenos Aires,234540.26657824632
mujer,Mendoza,43045.34650680914
otros,Buenos Aires,56065.32845435159
hombre,Buenos Aires,243521.45341352758
hombre,San Luis,69266.6319990987
hombre,Mendoza,61560.44843098039
mujer,Buenos Aires,73242.2268867832
hombre,Buenos Aires,98126.91117054428
mujer,Buenos Aires,293149.1048956971
hombre,Santa Fe,86997.85719502965
mujer,Mendoza,45217.942149971415
mujer,Santa Fe,170666.89824265885
mujer,Mendoza,71412.18517668678
mujer,Mendoza,108417.65423290423
mujer,Santa Fe,13741.963392802048
hombre,Buenos Aires,89853.18678741505
mujer,Córdoba,173904.69527446153
hombre,San Luis,170562.96415187488
hombre,Buenos Aires,117137.16317100763
mujer,Mendoza,100293.94323068706
hombre,Mendoza,55423.089723745405
hombre,Córdoba,126185.37285173914
mujer,Buenos Aires,133255.02194798153
hombre,Mendoza,17351.83695093726
mujer,Buenos Aires,66492.52789851463
otros,Córdoba,10981.712258618778
hombre,Santa Fe,46484.66921991255
mujer,Córdoba,210020.97875479975
hombre,Buenos Aires,337079.4617512657
mujer,Mendoza,181372.33275908383
hombre,Córdoba,895009.2729841054
mujer,Buenos Aires,77017.6324466502
mujer,Mendoza,256699.49496565174
mujer,Santa Fe,31403.306892168606
mujer,Buenos Aires,127968.50540145225
mujer,Buenos Aires,52994.056016159106
hombre,Buenos Aires,177917.94508525077
mujer,Córdoba,172891.75573010265
hombre,Mendoza,87429.34514820272
hombre,Santa Fe,113506.61251501483
hombre,Mendoza,94808.62020957947
mujer,Mendoza,61484.22724724003
hombre,Buenos Aires,77793.1690781335
mujer,Buenos Aires,97808.5591895733
hombre,Buenos Aires,102771.61918152584
hombre,Mendoza,20728.988503349166
hombre,Córdoba,134152.01205487832
hombre,Mendoza,76815.66250524289
mujer,Mendoza,25448.292659382165
mujer,Buenos Aires,59696.72435959376
mujer,Buenos Aires,139615.68361340868
mujer,San Luis,105905.76872956366
hombre,San Luis,107560.59520244617
hombre,Mendoza,77903.06065209268
hombre,Córdoba,167826.51801111887
hombre,Buenos Aires,54795.1436527324
hombre,Buenos Aires,34914.81346469173
mujer,Santa Fe,77100.73315939604
hombre,Mendoza,63044.20342801156
mujer,Córdoba,160464.99731820828
hombre,San Luis,122468.81841989383
hombre,Santa Fe,45237.74054752707
hombre,Mendoza,93511.32975511486
hombre,Córdoba,119010.40872008077
mujer,Santa Fe,18213.277310033725
mujer,Buenos Aires,46823.24272526065
mujer,Mendoza,73571.3820221607
mujer,Córdoba,78812.92893481544
mujer,San Luis,42635.314941720775
mujer,Buenos Aires,145978.57971328226
hombre,Buenos Aires,247377.9033254927
hombre,Córdoba,40963.10038151544
mujer,San Luis,35851.634066373386
hombre,Buenos Aires,73558.84751006823
hombre,Santa Fe,81276.1505830059
mujer,Buenos Aires,40833.78922359348
otros,Santa Fe,21939.7132833247
mujer,Mendoza,74742.85146205095
mujer,Buenos Aires,85569.7544390287
mujer,Buenos Aires,164513.7326475069
hombre,Mendoza,197764.56532558176
mujer,Buenos Aires,27672.90913553096
mujer,Córdoba,69842.58549540563
mujer,Buenos Aires,353655.7681997714
mujer,Buenos Aires,115218.824725097
hombre,San Luis,117951.56977462208
mujer,Córdoba,149760.96874407618
mujer,Buenos Aires,180458.73684567495
mujer,Buenos Aires,60506.28489772799
mujer,Buenos Aires,47805.351444300664
hombre,Córdoba,199288.70501872012
hombre,Santa Fe,66134.28821644283
mujer,Buenos Aires,114222.20047260645
mujer,Santa Fe,61521.09628659759
otros,Buenos Aires,46328.32197783725
hombre,Córdoba,260936.32549080864
mujer,Córdoba,48252.23707920532
mujer,Buenos Aires,166171.3229727856
mujer,San Luis,19746.26446323979
mujer,Buenos Aires,155207.08250996954
mujer,San Luis,88972.58986917378
hombre,Buenos Aires,191989.91537936652
otros,Buenos Aires,16773.525663457676
mujer,Mendoza,13862.290649313722
hombre,Córdoba,126450.8159143045
hombre,Mendoza,135809.34117601483
hombre,Córdoba,221770.71800967868
hombre,Santa Fe,40668.246801643865
hombre,Santa Fe,12107.30433115103
hombre,Buenos Aires,183958.819586303
hombre,Santa Fe,119347.36096602688
hombre,Córdoba,161485.1657439984
mujer,Santa Fe,40098.07697433593
mujer,Buenos Aires,60019.458617202785
mujer,Córdoba,100748.25525511515
mujer,Buenos Aires,46554.16338836741
mujer,Buenos Aires,174823.50521362814
mujer,Buenos Aires,222732.3950784489
mujer,Buenos Aires,51724.30604313852
hombre,Santa Fe,51321.13211193443
mujer,Córdoba,146350.44406729363
mujer,Santa Fe,27910.23434886592
mujer,Santa Fe,49686.71680826586
hombre,Córdoba,31629.46179318115
hombre,Buenos Aires,436875.3601746096
mujer,Buenos Aires,122676.32193234196
mujer,Buenos Aires,39776.942488625114
mujer,Mendoza,35089.01967152093
mujer,San Luis,77783.82484479324
mujer,Córdoba,178476.96020425996
mujer,Buenos Aires,63054.977195458516
mujer,Buenos Aires,98791.31535624474
mujer,Buenos Aires,113272.41423276845
hombre,Buenos Aires,338699.6271983428
hombre,Mendoza,83813.02700649216
hombre,San Luis,151172.75493937446
mujer,San Luis,49182.83982386995
mujer,Santa Fe,31678.18057525576
mujer,Buenos Aires,164409.97888984618
mujer,Santa Fe,25538.6400435342
hombre,San Luis,53360.437509442956
hombre,Mendoza,221536.42224830601
hombre,Córdoba,36201.33005582482
mujer,Córdoba,65875.5200874627
otros,Buenos Aires,34862.11344094008
otros,Mendoza,4944.045267022686
mujer,Buenos Aires,50965.75021624145
hombre,Mendoza,204016.49489286332
hombre,Buenos Aires,119457.13586066781
hombre,Mendoza,26540.984355955803
mujer,San Luis,59110.5779972511
hombre,Córdoba,250895.44339301865
mujer,Buenos Aires,527485.8396367036
hombre,Córdoba,22929.697987345895
hombre,Buenos Aires,83576.70216994858
mujer,Mendoza,28328.61597103049
mujer,San Luis,85349.9781513906
hombre,Córdoba,150988.8799212965
hombre,Buenos Aires,57992.46293268178
hombre,Córdoba,19138.232260240336
mujer,Mendoza,55450.10039169447
hombre,Mendoza,70440.59726017548
mujer,Buenos Aires,95175.27176604708
mujer,Buenos Aires,685848.0471977763
hombre,Buenos Aires,117221.91833881481
mujer,Santa Fe,29017.492875310592
mujer,Buenos Aires,124108.3921593407
mujer,San Luis,215628.0650368879
mujer,Buenos Aires,74014.71973998984
hombre,Santa Fe,56003.83884644374
hombre,Córdoba,164640.80949754428
hombre,Córdoba,56400.00407761808
hombre,Mendoza,45788.685519316365
mujer,Córdoba,105677.29975119627
mujer,Mendoza,17384.325097776295
hombre,Santa Fe,55091.46473815189
hombre,Santa Fe,72633.23448323093
hombre,Buenos Aires,48908.759925327446
mujer,Córdoba,29941.57461842447
hombre,Mendoza,77899.10462085567
mujer,Buenos Aires,8137.265993141421
mujer,San Luis,53489.47083708275
mujer,Santa Fe,19195.100945745748
mujer,San Luis,95608.63932927586
mujer,Córdoba,59380.736536417346
mujer,Córdoba,322205.1920074184
hombre,Buenos Aires,175157.93606731197
mujer,Mendoza,144958.38510902328
mujer,San Luis,47263.85489210167
mujer,Buenos Aires,38441.503620195355
hombre,San Luis,135907.41977046183
otros,Córdoba,3812.07932523259
hombre,Buenos Aires,220428.95389701994
otros,San Luis,11442.55748613878
hombre,Buenos Aires,441089.40894992335
mujer,Santa Fe,60680.818621807746
otros,Buenos Aires,36001.56529053145
mujer,Buenos Aires,88116.00258949779
mujer,Buenos Aires,131088.5116904838
mujer,Córdoba,77025.3356648119
hombre,Santa Fe,74063.92655415206
hombre,Mendoza,13759.90732106967
hombre,Córdoba,212549.3596811653
mujer,Mendoza,37452.008036508
mujer,Mendoza,53246.008087558825
otros,Córdoba,337614.70786058786
mujer,San Luis,111790.61940909912
mujer,Buenos Aires,311886.7928064243
mujer,Mendoza,116117.72580393143
hombre,Mendoza,62739.83775532612
mujer,Córdoba,62573.132645594385
otros,Córdoba,63216.596565490734
hombre,Buenos Aires,28872.17563300633
mujer,Buenos Aires,113485.07129503766
mujer,Córdoba,174871.573043024
hombre,Mendoza,44169.93244267336
mujer,Mendoza,140162.25149432494
mujer,Mendoza,88831.69040073855
hombre,Córdoba,26291.443504377632
hombre,Buenos Aires,163109.98276508314
mujer,Santa Fe,56033.36434571471
mujer,Mendoza,44040.723435632106
mujer,Córdoba,103200.80177220353
hombre,Córdoba,70240.24265994475
hombre,Córdoba,134704.71715589124
mujer,Santa Fe,34161.66271805751
hombre,Córdoba,72535.42843672044
mujer,Mendoza,25677.92433504473
mujer,Buenos Aires,164663.2225584107
hombre,Córdoba,101292.83164261025
hombre,Santa Fe,35333.24402138314
hombre,Córdoba,174269.70627465186
hombre,Córdoba,126703.50232162878
hombre,Buenos Aires,136865.50640050767
hombre,Buenos Aires,339736.9887315222
mujer,Buenos Aires,355487.24765423196
otros,Santa Fe,17840.16018674347
mujer,Buenos Aires,295107.868814863
hombre,Buenos Aires,35790.24171777267
hombre,Buenos Aires,243438.24954071827
mujer,Mendoza,28077.179425821392
mujer,Buenos Aires,108503.53138656492
mujer,Mendoza,53291.61618596276
mujer,Buenos Aires,81871.25942339918
hombre,Santa Fe,114315.90261303146
mujer,Mendoza,52307.95041891221
hombre,Buenos Aires,168517.8434362386
mujer,Mendoza,29339.76200455612
hombre,San Luis,41493.76722842975
hombre,Buenos Aires,76423.09069383073
mujer,Córdoba,26283.716006855244
mujer,San Luis,65625.21373402426
hombre,San Luis,75311.1097103613
hombre,Buenos Aires,103139.00773313087
mujer,Córdoba,95899.71433455274
mujer,Buenos Aires,66755.58698595923
otros,Buenos Aires,76793.00267838554
hombre,Buenos Aires,302289.81149631744
mujer,Mendoza,49846.844837756
mujer,Córdoba,18759.33850757078
hombre,Mendoza,72800.27471633098
hombre,Buenos Aires,221602.71671995573
mujer,Mendoza,55620.55112467942
mujer,Buenos Aires,123910.87624263593
mujer,Santa Fe,20177.842578195792
hombre,Buenos Aires,437106.62836145767
hombre,Córdoba,157581.55669243532
mujer,Córdoba,314567.94084342226
mujer,Córdoba,138790.15670561246
hombre,Santa Fe,31876.457487227424
mujer,San Luis,113910.41554311926
mujer,Córdoba,166755.1610462324
hombre,San Luis,33667.28113999888
mujer,Buenos Aires,26267.722970109993
hombre,Buenos Aires,68001.62533139811
mujer,San Luis,317012.5632749631
hombre,Buenos Aires,197920.78456775163
hombre,San Luis,45814.76246395825
mujer,San Luis,27070.339780641898
hombre,Córdoba,186778.84477219987
mujer,Córdoba,66590.25630475764
hombre,San Luis,23159.24599020287
mujer,Santa Fe,81735.24676920142
mujer,Córdoba,80634.90580374972
hombre,San Luis,52396.413078972764
hombre,Mendoza,120439.57724739143
mujer,San Luis,50995.21614389145
hombre,Mendoza,83786.8202813964
hombre,Buenos Aires,104037.5721921457
mujer,San Luis,25583.58543313328
mujer,Buenos Aires,294113.3455647015
hombre,San Luis,15471.718399708468
mujer,Buenos Aires,74982.9966800319
mujer,Buenos Aires,96659.47286433386
mujer,Córdoba,133939.1209082447
hombre,Córdoba,108441.00189865094
mujer,Buenos Aires,198747.0669694915
hombre,Córdoba,72588.22291210192
hombre,Córdoba,57222.045727252975
otros,San Luis,19758.274626601364
mujer,Córdoba,86087.13215297363
mujer,Santa Fe,56407.47142299617
mujer,San Luis,109137.49183101988
mujer,Buenos Aires,38998.07747895831
mujer,Mendoza,78483.32341390231
hombre,Santa Fe,35998.33114649637
mujer,Santa Fe,20402.215235976266
hombre,Buenos Aires,133027.76841661212
hombre,Córdoba,56497.76304600794
hombre,Buenos Aires,42507.663833597115
mujer,Buenos Aires,140131.743824187
hombre,Mendoza,19922.91125690352
mujer,Buenos Aires,263318.5784497418
mujer,San Luis,124117.82019719493
hombre,Mendoza,50261.00098074412
mujer,Córdoba,183951.1892013214
mujer,Santa Fe,26045.198284664264
hombre,Buenos Aires,43165.53777504796
hombre,Santa Fe,34423.38102012123
mujer,San Luis,211199.46429191736
hombre,Córdoba,105662.53206174631
hombre,Córdoba,15450.727798500331
hombre,Santa Fe,148139.7481439266
hombre,San Luis,38637.92824099046
mujer,San Luis,41923.09750597037
mujer,Buenos Aires,176711.08143572646
mujer,Buenos Aires,43376.0329488142
mujer,Córdoba,18663.567005437973
hombre,Córdoba,84874.71623280394
mujer,Buenos Aires,90953.25510949863
mujer,Mendoza,52911.102965083635
hombre,San Luis,83375.30423810202
mujer,Buenos Aires,41420.44419279421
mujer,Mendoza,21189.366611140977
hombre,Buenos Aires,46635.57015723208
mujer,Buenos Aires,51012.32801535559
hombre,Córdoba,166437.99428292393
hombre,Córdoba,127325.52047888271
hombre,Buenos Aires,110180.10004215
mujer,San Luis,43318.23277282717
hombre,Buenos Aires,200236.65742816412
mujer,Mendoza,33671.08363522728
hombre,Buenos Aires,75380.12825736201
mujer,Córdoba,123145.63225644373
hombre,Córdoba,171467.3719046877
mujer,San Luis,201144.1362503035
hombre,Buenos Aires,64450.892511336344
hombre,San Luis,246867.37100625693
hombre,Santa Fe,35953.64012577127
mujer,Córdoba,55175.442388710355
mujer,Mendoza,70405.07380089277
mujer,Mendoza,42026.577740618595
mujer,Buenos Aires,45100.975056343384
hombre,Córdoba,53423.61742304269
mujer,Santa Fe,17923.507940886986
mujer,Mendoza,92607.3789526534
mujer,Mendoza,57052.61963510464
mujer,Buenos Aires,204517.96987830556
mujer,Mendoza,73524.97773682201
mujer,Córdoba,104758.79417705243
hombre,Santa Fe,47199.54887832726
hombre,Buenos Aires,374281.3825572834
mujer,Santa Fe,59140.62096213893
mujer,Mendoza,79983.33582961514
mujer,Córdoba,57728.85094444042
hombre,Buenos Aires,352228.85949619423
mujer,Mendoza,134575.5775777242
hombre,Buenos Aires,128052.20471130352
hombre,Córdoba,39053.303351301234
mujer,San Luis,209180.85631808918
mujer,Córdoba,46386.0746803381
hombre,Buenos Aires,130483.44164098956
mujer,Santa Fe,42271.58659478088
hombre,Mendoza,172679.35018755874
mujer,Mendoza,87636.72039681445
hombre,Buenos Aires,80612.39955910564
hombre,San Luis,78306.35355204406
otros,Buenos Aires,80836.91074847458
mujer,Mendoza,20700.89358403087
mujer,Buenos Aires,370267.8902616846
mujer,Buenos Aires,110068.9324835604
mujer,Mendoza,37789.55931560431
mujer,Buenos Aires,56862.10788746383
mujer,Buenos Aires,62309.45526953105
mujer,Mendoza,16267.144541041664
hombre,Buenos Aires,122595.06869041114
mujer,Buenos Aires,51760.780072985704
hombre,Buenos Aires,83491.62907493781
mujer,Córdoba,105591.61798855338
hombre,Buenos Aires,71526.99150435028
mujer,Buenos Aires,70665.74477677602
hombre,Buenos Aires,393028.1945661221
mujer,San Luis,90153.8993759247
hombre,Mendoza,72771.24160528573
hombre,Buenos Aires,186021.25349931157
mujer,Buenos Aires,101242.37650948341
mujer,Buenos Aires,74214.69050457733
hombre,Mendoza,54446.54672023419
mujer,Santa Fe,42646.84396613034
hombre,Buenos Aires,241764.6401135676
hombre,Santa Fe,46721.42769716569
mujer,San Luis,11503.598472206182
mujer,Santa Fe,38696.903407701444
mujer,Buenos Aires,176993.40955784568
mujer,Córdoba,25072.875377332384
mujer,Córdoba,70400.24495918969
mujer,Buenos Aires,57951.20548036033
hombre,Mendoza,96663.10037726662
mujer,Santa Fe,40701.30852415631
mujer,Santa Fe,115101.63196415128
hombre,Córdoba,257172.1129989132
mujer,Buenos Aires,173534.53232837364
mujer,Santa Fe,57639.59604918909
hombre,Santa Fe,59083.19931319931
hombre,Mendoza,46274.49037939813
mujer,Santa Fe,94656.62088642725
hombre,Mendoza,46148.32538770842
mujer,Santa Fe,9678.056349504182
hombre,Mendoza,96854.97019682267
hombre,Buenos Aires,240997.14378382746
hombre,Mendoza,104610.74967290334
mujer,San Luis,47907.29118298878
mujer,Buenos Aires,78944.18754200534
mujer,San Luis,9871.600197175692
hombre,Buenos Aires,94930.6582048941
hombre,Buenos Aires,62887.92322584355
hombre,Mendoza,201423.26309886714
hombre,Mendoza,55301.709099890824
hombre,Santa Fe,48270.696164749046
hombre,Córdoba,102820.22736737462
hombre,Buenos Aires,76747.40156669776
mujer,San Luis,19572.37305428148
hombre,Buenos Aires,84212.24961147507
mujer,Mendoza,25888.598075048783
hombre,Buenos Aires,121816.50400321693
mujer,Córdoba,97299.84540791775
mujer,Santa Fe,44227.78473920729
mujer,Córdoba,524353.1008559116
hombre,Buenos Aires,75042.22244717738
otros,Buenos Aires,32281.62368125718
mujer,Santa Fe,57715.48091238298
hombre,Buenos Aires,159988.5901247122
mujer,Córdoba,109603.77275451308
hombre,Mendoza,75287.53990465851
mujer,Santa Fe,34220.75592387013
hombre,Córdoba,90061.10770620561
hombre,Córdoba,65178.36127008654
mujer,Mendoza,26142.62611937089
mujer,Buenos Aires,91032.9000537032
mujer,Buenos Aires,204614.82052526416
mujer,Buenos Aires,318855.39240813494
otros,Mendoza,62308.916274410236
hombre,Buenos Aires,100379.79693336392
mujer,Mendoza,72129.4704959409
mujer,Santa Fe,42288.61844494228
mujer,Mendoza,111248.90645099123
mujer,Buenos Aires,99003.76824226182
mujer,Santa Fe,27515.04782524582
hombre,Buenos Aires,116988.12776429398
mujer,Buenos Aires,41093.26780245739
mujer,Córdoba,365062.612822563
mujer,Santa Fe,28128.01668367098
hombre,San Luis,49831.608321309555
mujer,Buenos Aires,115713.22158387587
hombre,Córdoba,155050.12837984558
mujer,Buenos Aires,87417.54728041269
mujer,Mendoza,38974.044003375246
hombre,Córdoba,105059.19510179471
hombre,Córdoba,57247.31034668561
hombre,Buenos Aires,174259.47304459615
hombre,San Luis,41876.73360101637
hombre,Santa Fe,61347.397548192894
mujer,San Luis,42176.053535837265
mujer,Mendoza,26205.482319094746
mujer,Córdoba,88305.78690763836
hombre,Buenos Aires,188835.78213548585
hombre,Mendoza,62534.96450384853
mujer,Buenos Aires,33185.604767820805
mujer,San Luis,46608.34299109773
mujer,Córdoba,127710.79134085693
hombre,Mendoza,217307.53846159138
hombre,Buenos Aires,41998.81391005845
mujer,San Luis,15144.927551055263
mujer,Mendoza,22832.41493667504
hombre,Mendoza,58289.86296333538
mujer,Santa Fe,28064.345561563652
hombre,Mendoza,50893.16170067524
mujer,Mendoza,99122.16247824398
mujer,Santa Fe,30220.96202690812
hombre,Buenos Aires,183661.46523503025
hombre,San Luis,50106.28762701635
mujer,Buenos Aires,30290.16393539937
mujer,Mendoza,35498.33462590211
mujer,Mendoza,104465.76372510035
mujer,Mendoza,114784.49927582298
hombre,Mendoza,90654.61524596652
hombre,San Luis,15275.72147857479
hombre,Córdoba,36938.120014055516
hombre,Buenos Aires,115498.06067754835
mujer,Mendoza,16129.403201976176
hombre,Santa Fe,66839.22827340149
hombre,Buenos Aires,56198.74480578446
hombre,Buenos Aires,30393.269661174083
mujer,Buenos Aires,58299.28728996194
hombre,Buenos Aires,24190.650667727165
mujer,Buenos Aires,151444.16184535623
